,EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING
130,0,8,135,20001116,SUB: Hardaway FOR Bowen,,6:14,2,4,4,0,1477,Bruce Bowen,MIA,Miami,1610612748,Heat,896,Tim Hardaway,MIA,Miami,1610612748,Heat,0,,,,,,,,,12:49 PM
131,2,5,136,20001116,Carter STEAL (2 STL),,5:58,2,5,4,0,243,Aaron McKie,PHI,Philadelphia,1610612755,76ers,1853,Anthony Carter,MIA,Miami,1610612748,Heat,0,,,,,,,,McKie Lost Ball Turnover (P3.T8),12:49 PM
132,7,1,137,20001116,Grant  Dunk (8 PTS) (Carter 2 AST),,5:54,2,4,4,0,258,Brian Grant,MIA,Miami,1610612748,Heat,1853,Anthony Carter,MIA,Miami,1610612748,Heat,0,,,,,,24 - 35,11,,12:49 PM
133,1,1,138,20001116,,,5:34,2,5,0,0,1934,Rodney Buford,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,26 - 35,9,Buford 21' Jump Shot (7 PTS),12:49 PM
134,1,2,139,20001116,MISS Hardaway 24' 3PT Jump Shot,,5:19,2,4,0,0,896,Tim Hardaway,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,12:50 PM
135,0,4,140,20001116,Green REBOUND (Off:1 Def:0),,5:17,2,4,0,0,920,A.C. Green,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,12:50 PM
136,1,2,141,20001116,MISS Carter 20' Jump Shot,,5:11,2,4,0,0,1853,Anthony Carter,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,12:50 PM
137,0,4,142,20001116,Grant REBOUND (Off:1 Def:2),,5:09,2,4,0,0,258,Brian Grant,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,12:50 PM
138,1,2,143,20001116,MISS Grant 4' Jump Shot,,5:07,2,4,0,0,258,Brian Grant,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,12:50 PM
139,0,4,144,20001116,,,5:05,2,5,0,0,1928,Todd MacCulloch,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MacCulloch REBOUND (Off:0 Def:1),12:50 PM
140,2,5,145,20001116,Hardaway STEAL (1 STL),,4:59,2,5,4,0,1928,Todd MacCulloch,PHI,Philadelphia,1610612755,76ers,896,Tim Hardaway,MIA,Miami,1610612748,Heat,0,,,,,,,,MacCulloch Lost Ball Turnover (P1.T9),12:50 PM
141,1,6,146,20001116,,,4:58,2,5,0,1,1928,Todd MacCulloch,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MacCulloch P.FOUL (P1.T1),12:50 PM
142,4,9,147,20001116,,,4:58,2,1,0,0,0,,,,,,0,,,,,,0,,,,,,,,,12:50 PM
143,0,8,149,20001116,SUB: Mason FOR Jones,,4:58,2,4,4,0,224,Eddie Jones,MIA,Miami,1610612748,Heat,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,,,,12:53 PM
144,1,2,150,20001116,MISS Carter 22' Jump Shot,,4:35,2,4,0,0,1853,Anthony Carter,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,12:53 PM
145,0,4,151,20001116,,,4:33,2,5,0,0,248,George Lynch,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Lynch REBOUND (Off:0 Def:3),12:53 PM
146,2,6,152,20001116,Green S.FOUL (P1.T2),,4:29,2,4,0,1,920,A.C. Green,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,12:54 PM
147,11,3,153,20001116,,,4:29,2,5,0,0,243,Aaron McKie,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MISS McKie Free Throw 1 of 2,12:54 PM
148,1,4,154,20001116,,,4:29,2,3,0,0,1610612755,,,,,,0,,,,,,0,,,,,,,,76ers Rebound,12:54 PM
149,12,3,155,20001116,,,4:29,2,5,0,0,243,Aaron McKie,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,27 - 35,8,McKie Free Throw 2 of 2 (1 PTS),12:54 PM
150,1,2,156,20001116,MISS Mason 14' Jump Shot,,4:13,2,4,0,0,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,12:55 PM
151,0,4,157,20001116,,,4:11,2,5,0,0,248,George Lynch,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Lynch REBOUND (Off:0 Def:4),12:55 PM
152,3,2,158,20001116,,,3:58,2,5,0,0,248,George Lynch,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MISS Lynch 6' Hook Shot,12:55 PM
153,0,4,159,20001116,HEAT Rebound,,3:57,2,2,0,0,1610612748,,,,,,0,,,,,,0,,,,,,,,,12:55 PM
154,0,8,160,20001116,,,3:57,2,5,5,0,243,Aaron McKie,PHI,Philadelphia,1610612755,76ers,947,Allen Iverson,PHI,Philadelphia,1610612755,76ers,0,,,,,,,,SUB: Iverson FOR McKie,12:55 PM
155,0,8,161,20001116,,,3:57,2,5,5,0,248,George Lynch,PHI,Philadelphia,1610612755,76ers,238,Tyrone Hill,PHI,Philadelphia,1610612755,76ers,0,,,,,,,,SUB: Hill FOR Lynch,12:55 PM
156,42,2,169,20001116,MISS Grant  Driving Layup,,3:43,2,4,0,0,258,Brian Grant,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,12:55 PM
157,0,4,170,20001116,,,3:42,2,5,0,0,727,Eric Snow,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Snow REBOUND (Off:0 Def:2),12:55 PM
158,1,2,163,20001116,,,3:26,2,5,0,0,1934,Rodney Buford,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MISS Buford 21' Jump Shot,12:56 PM
159,0,4,164,20001116,Green REBOUND (Off:1 Def:1),,3:24,2,4,0,0,920,A.C. Green,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,12:56 PM
160,44,2,165,20001116,MISS Carter  Reverse Layup,,3:18,2,4,0,0,1853,Anthony Carter,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,12:56 PM
161,0,4,166,20001116,,,3:16,2,5,0,0,238,Tyrone Hill,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Hill REBOUND (Off:1 Def:5),12:56 PM
162,1,1,167,20001116,,,3:10,2,5,0,0,947,Allen Iverson,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,29 - 35,6,Iverson 16' Jump Shot (13 PTS),12:56 PM
163,1,9,168,20001116,HEAT Timeout: Regular (Full 2 Short 1),,3:04,2,2,0,0,1610612748,,,,,,0,,,,,,0,,,,,,,,,12:56 PM
164,0,8,171,20001116,,,3:04,2,5,5,0,1934,Rodney Buford,PHI,Philadelphia,1610612755,76ers,87,Dikembe Mutombo,PHI,Philadelphia,1610612755,76ers,0,,,,,,,,SUB: Mutombo FOR Buford,12:58 PM
165,0,8,172,20001116,,,3:04,2,5,5,0,1928,Todd MacCulloch,PHI,Philadelphia,1610612755,76ers,1908,Jumaine Jones,PHI,Philadelphia,1610612755,76ers,0,,,,,,,,SUB: Jones FOR MacCulloch,12:58 PM
166,0,8,173,20001116,SUB: Mourning FOR Carter,,3:04,2,4,4,0,1853,Anthony Carter,MIA,Miami,1610612748,Heat,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,0,,,,,,,,,12:59 PM
167,0,8,174,20001116,SUB: Bowen FOR Green,,3:04,2,4,4,0,920,A.C. Green,MIA,Miami,1610612748,Heat,1477,Bruce Bowen,MIA,Miami,1610612748,Heat,0,,,,,,,,,12:59 PM
168,1,2,175,20001116,MISS Grant 14' Jump Shot,,2:54,2,4,0,0,258,Brian Grant,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,12:59 PM
169,0,4,176,20001116,,,2:52,2,5,0,0,1908,Jumaine Jones,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Jones REBOUND (Off:1 Def:1),12:59 PM
170,1,2,177,20001116,,,2:39,2,5,0,0,727,Eric Snow,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MISS Snow 15' Jump Shot,12:59 PM
171,0,4,178,20001116,Mason REBOUND (Off:0 Def:6),,2:37,2,4,0,0,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,12:59 PM
172,3,2,179,20001116,MISS Mourning 6' Hook Shot,,2:29,2,4,0,0,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,12:59 PM
173,0,4,180,20001116,,,2:27,2,5,0,0,1908,Jumaine Jones,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Jones REBOUND (Off:1 Def:2),12:59 PM
174,1,6,181,20001116,Mason P.FOUL (P1.T3),,2:16,2,4,0,1,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,1:00 PM
175,0,8,182,20001116,SUB: Majerle FOR Grant,,2:16,2,4,4,0,258,Brian Grant,MIA,Miami,1610612748,Heat,105,Dan Majerle,MIA,Miami,1610612748,Heat,0,,,,,,,,,1:00 PM
176,5,1,183,20001116,,,2:10,2,5,5,0,238,Tyrone Hill,PHI,Philadelphia,1610612755,76ers,727,Eric Snow,PHI,Philadelphia,1610612755,76ers,0,,,,,,31 - 35,4,Hill  Layup (2 PTS) (Snow 4 AST),1:00 PM
177,2,6,184,20001116,Mourning S.FOUL (P1.T4),,2:10,2,4,0,1,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,1:00 PM
178,10,3,185,20001116,,,2:10,2,5,0,0,238,Tyrone Hill,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,32 - 35,3,Hill Free Throw 1 of 1 (3 PTS),1:00 PM
179,1,1,186,20001116,Majerle 24' 3PT Jump Shot (3 PTS) (Mourning 2 AST),,1:52,2,4,4,0,105,Dan Majerle,MIA,Miami,1610612748,Heat,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,0,,,,,,32 - 38,6,,1:01 PM
180,1,2,187,20001116,,,1:25,2,5,0,0,947,Allen Iverson,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MISS Iverson 20' Jump Shot,1:01 PM
181,0,4,188,20001116,Mourning REBOUND (Off:1 Def:4),,1:23,2,4,0,0,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,1:02 PM
182,5,1,189,20001116,Bowen  Layup (8 PTS) (Mourning 3 AST),,1:13,2,4,4,0,1477,Bruce Bowen,MIA,Miami,1610612748,Heat,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,0,,,,,,32 - 40,8,,1:02 PM
183,4,6,190,20001116,,,0:56,2,5,0,1,238,Tyrone Hill,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Hill OFF.Foul (P2),1:02 PM
184,5,5,191,20001116,,,0:56,2,5,0,0,238,Tyrone Hill,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Hill Foul Turnover (P2.T10),1:02 PM
185,1,7,192,20001116,,,0:56,2,3,0,1,1610612755,,,,,,0,,,,,,0,,,,,,,,76ers Violation: Delay of game Violation,1:02 PM
186,0,8,193,20001116,,,0:56,2,5,5,0,238,Tyrone Hill,PHI,Philadelphia,1610612755,76ers,248,George Lynch,PHI,Philadelphia,1610612755,76ers,0,,,,,,,,SUB: Lynch FOR Hill,1:03 PM
187,44,2,194,20001116,MISS Mason  Reverse Layup,,0:32,2,4,0,0,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,1:03 PM
188,0,4,195,20001116,,,0:30,2,5,0,0,1908,Jumaine Jones,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Jones REBOUND (Off:1 Def:3),1:03 PM
189,1,2,196,20001116,,,0:10,2,5,0,0,727,Eric Snow,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MISS Snow 24' 3PT Jump Shot,1:03 PM
190,0,4,197,20001116,Mason REBOUND (Off:0 Def:7),,0:07,2,4,0,0,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,1:03 PM
191,5,1,198,20001116,Bowen  Layup (10 PTS) (Majerle 5 AST),,0:02,2,4,4,0,1477,Bruce Bowen,MIA,Miami,1610612748,Heat,105,Dan Majerle,MIA,Miami,1610612748,Heat,0,,,,,,32 - 42,10,,1:03 PM
192,2,6,199,20001116,,,0:02,2,5,0,1,727,Eric Snow,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Snow S.FOUL (P1.T2),1:03 PM
193,10,3,200,20001116,MISS Bowen Free Throw 1 of 1,,0:02,2,4,0,0,1477,Bruce Bowen,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,1:04 PM
194,0,4,201,20001116,Mourning REBOUND (Off:2 Def:4),,0:00,2,4,0,0,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,1:04 PM
